player_id,name,match_tier,club_before,club_after,league_before,league_after
215074,Horacio Orzán,id,FBC Melgar,,Liga 1,Sudamericana
244836,Jacopo Segre,id,Palermo FC,Palermo,Serie B,Serie BKT
206653,Brad Potts,id,Preston North End,Preston,Championship,EFL Championship
260521,Jordan Bos,id,Feyenoord,,Eredivisie,Eredivisie
219414,Israel Alba,id,Atlético Bucaramanga,,Categoría Primera A,Libertadores
217714,Paul Arriola,id,Seattle Sounders FC,Sounders FC,Major League Soccer,MLS
242531,Joshua Kitolano,id,Sparta Rotterdam,,Eredivisie,Eredivisie
263571,Festy Ebosele,id,Medipol Başakşehir FK,Başakşehir,Süper Lig,Trendyol Süper Lig
240685,Tom van de Looi,id,Famalicão,FC Famalicão,Primeira Liga,Liga Portugal
247881,Juan Escobar,id,Godoy Cruz,,Liga Profesional de Fútbol,LPF
254899,Erick Otieno,id,Raków Częstochowa,Raków,Ekstraklasa,PKO BP Ekstraklasa
260282,Takahiro Akimoto,id,Oud-Heverlee Leuven,OH Leuven,Pro League,1A Pro League
167435,Oscar Ustari,id,Inter Miami,Inter Miami CF,Major League Soccer,MLS
224461,Walter Montoya,id,Godoy Cruz,,Liga Profesional de Fútbol,LPF
251841,Juan Manuel Zapata,id,Atlético Nacional,Atl. Nacional,Categoría Primera A,Libertadores
270863,Andrei Borza,id,Rapid Bucuresti,FC Rapid 1923,Liga I,SUPERLIGA
274024,Eden Karzev,id,Shenzhen Peng City,SZ Peng City,Super League,CSL
207733,Filipe Augusto,id,Qingdao Hainiu FC,Qingdao Hainiu,Super League,CSL
238009,Martin Frese,id,Hellas Verona FC,Hellas Verona,Serie A,Serie A Enilive
213928,Eduard Sobol,id,RC Strasbourg Alsace,Strasbourg,Ligue 1,Ligue 1 McDonald's
220847,Mathieu Maertens,id,Oud-Heverlee Leuven,OH Leuven,Pro League,1A Pro League
229155,Thomas Ouwejan,id,NEC Nijmegen,,Eredivisie,Eredivisie
238320,Matías Sepúlveda,id,Universidad de Chile,,Primera Division,Libertadores
241568,Cristian Ferreira,id,Argentinos Juniors,Argentinos Jrs.,Liga Profesional de Fútbol,LPF
234710,Didier Lamkel Zé,id,Qingdao Hainiu FC,Qingdao Hainiu,Super League,CSL
261312,Louis Patris,id,Union Saint-Gilloise,R. Union St.-G.,Pro League,1A Pro League
243887,Tobias Mohr,id,Standard de Liège,Standard Liège,Pro League,1A Pro League
246918,Jaume Grau,id,AVS Futebol SAD,,Primeira Liga,Liga Portugal
253867,Leonardo Flores,id,Atlético Bucaramanga,,Categoría Primera A,Libertadores
270926,Niccolò Pierozzi,id,Palermo FC,Palermo,Serie B,Serie BKT
71451,Ondřej Zmrzlý,id,SK Slavia Praha,Slavia Praha,První liga,Česká Liga
231353,Emmanuel Iyoha,id,Fortuna Düsseldorf,Düsseldorf,2. Bundesliga,Bundesliga 2
262501,Aldasoro,id,Racing Santander,R. Racing Club,La Liga 2,LALIGA HYPERMOTION
228120,Kenneth Paal,id,Antalyaspor,,Süper Lig,Trendyol Süper Lig
245491,Pietro Beruatto,id,Spezia,,Serie B,Serie BKT
270403,Marius Wörl,id,DSC Arminia Bielefeld,Arminia Bielefeld,2. Bundesliga,Bundesliga 2
235618,Kane Wilson,id,Milton Keynes Dons,MK Dons,League Two,EFL League Two
238336,Joe Rankin-Costello,id,Charlton Athletic,Charlton Ath,Championship,EFL Championship
241927,Juan Ignacio Méndez,id,Instituto Atlético Central Córdoba,Instituto,Liga Profesional de Fútbol,LPF
253472,Eric Kahl,id,Aarhus Gymnastikforening,AGF,Superliga,3F Superliga
253537,Byron Castillo,id,Barcelona de Guayaquil,,Serie A,Libertadores
259331,Manolo Portanova,id,Reggiana,,Serie B,Serie BKT
74774,Ugo Raghouber,id,Lille OSC,LOSC Lille,Ligue 1,Ligue 1 McDonald's
201884,Robbie Brady,id,Preston North End,Preston,Championship,EFL Championship
231307,Morgan Poaty,id,FC Lausanne-Sport,Lausanne-Sport,Super League,Brack Super League
239458,Bozhidar Kraev,id,Western Sydney Wanderers,WS Wanderers,A-League Men,A-League
247582,Frankie Amaya,id,Los Angeles FC,LAFC,Major League Soccer,MLS
253574,Carlos Melgar,id,Bolívar,,División de Fútbol Profesional,Libertadores
255879,Martín Fernández,id,Newell's Old Boys,Newell's,Liga Profesional de Fútbol,LPF
263432,Mortadha Ben Ouanes,id,Kasımpaşa SK,Kasımpaşa,Süper Lig,Trendyol Süper Lig
267446,Denso Kasius,id,AZ Alkmaar,,Eredivisie,Eredivisie
267573,Luciano Sánchez,id,Argentinos Juniors,Argentinos Jrs.,Liga Profesional de Fútbol,LPF
212048,Alexandru Chipciu,id,Universitatea Cluj,FC Univ. Cluj,Liga I,SUPERLIGA
235717,Berkay Özcan,id,Fatih Karagümrük,,Süper Lig,Trendyol Süper Lig
265741,Zico Buurmeester,id,PEC Zwolle,,Eredivisie,Eredivisie
268630,Isaac Price,id,West Bromwich Albion,West Brom,Championship,EFL Championship
178363,Johny Placide,id,Sporting Club Bastia,,Ligue 2,Ligue 2 BKT
246155,Sam McCallum,id,Sheffield United,Sheffield Utd,Championship,EFL Championship
255098,José Carabalí,id,Universitario de Deportes,,Liga 1,Libertadores
261004,Amankwah Forson,id,Norwich City,Norwich,Championship,EFL Championship
262025,Alonzo Engwanda,id,FC Utrecht,,Eredivisie,Eredivisie
265518,Oscar Luigi Fraulo,id,Borussia Mönchengladbach,M'gladbach,Bundesliga,Bundesliga
190778,Jeroen Zoet,id,AZ Alkmaar,,Eredivisie,Eredivisie
216380,Daley Sinkgraven,id,Fortuna Sittard,,Eredivisie,Eredivisie
234867,Daniel Arzani,id,Ferencvárosi Torna Club,Ferencvárosi TC,Nemzeti Bajnokság I,Magyar Liga
244725,Evert Linthorst,id,Go Ahead Eagles,,Eredivisie,Eredivisie
245715,Jamie Shackleton,id,Sheffield United,Sheffield Utd,Championship,EFL Championship
252599,Sam Sanna,id,Stade Lavallois Mayenne FC,Laval MFC,Ligue 2,Ligue 2 BKT
252873,Andrés Andrade,id,LASK Linz,LASK,Bundesliga,Ö. Bundesliga
203843,Damián Suárez,id,Peñarol,,Primera División,Libertadores
214660,Lucas Rodríguez,id,Instituto Atlético Central Córdoba,Instituto,Liga Profesional de Fútbol,LPF
221664,Wilder Cartagena,id,Orlando City SC,Orlando City,Major League Soccer,MLS
231150,Jamiro Monteiro,id,PEC Zwolle,,Eredivisie,Eredivisie
244800,Kim Moon Hwan,id,Daejeon Citizen,Daejeon Hana,K League 1,K League 1
245762,Ahmed Kutucu,id,Galatasaray SK,Galatasaray,Süper Lig,Trendyol Süper Lig
246013,Horacio Calcaterra,id,Universitario de Deportes,,Liga 1,Libertadores
253953,Gastón González,id,Club Atlético Sarmiento,Sarmiento,Liga Profesional de Fútbol,LPF
260056,Telasco Segovia,id,Inter Miami,Inter Miami CF,Major League Soccer,MLS
236466,Clément Michelin,id,Racing Santander,R. Racing Club,La Liga 2,LALIGA HYPERMOTION
243661,Albert Vallci,id,FC St.Gallen 1879,FC St. Gallen,Super League,Brack Super League
252859,Leon Flach,id,Jagiellonia Białystok,Jagiellonia,Ekstraklasa,PKO BP Ekstraklasa
256885,Gaspar Campos,id,Real Sporting de Gijón,R. Sporting,La Liga 2,LALIGA HYPERMOTION
258505,Matthias Braunöder,id,SSC Bari,,Serie B,Serie BKT
72916,Simone Zanon,id,Carrarese,Carrarese Calcio,Serie B,Serie BKT
177373,Lasse Ladegaard Nielsen,id,Vejle Boldklub,,Superliga,3F Superliga
232439,Luca Vignali,id,Spezia,,Serie B,Serie BKT
243756,Fran Gámez,id,Albacete Balompié,Albacete BP,La Liga 2,LALIGA HYPERMOTION
245247,Fabricio Domínguez,id,Cerro Porteño,,División Profesional,Libertadores
267627,Franco Díaz,id,Instituto Atlético Central Córdoba,Instituto,Liga Profesional de Fútbol,LPF
268895,Kang Sang Yoon,id,Jeonbuk Hyundai Motors,Jeonbuk Hyundai,K League 1,K League 1
275462,Catriel Cabellos,id,Sporting Cristal,,Liga 1,Libertadores
275867,Stije Resink,id,FC Groningen,,Eredivisie,Eredivisie
198006,Jens Toornstra,id,Sparta Rotterdam,,Eredivisie,Eredivisie
242628,George Bello,id,LASK Linz,LASK,Bundesliga,Ö. Bundesliga
255760,Bartłomiej Wdowik,id,Jagiellonia Białystok,Jagiellonia,Ekstraklasa,PKO BP Ekstraklasa
266170,Dawhan,id,Beijing Guoan,Beijing FC,Super League,CSL
199904,Jesse Joronen,id,Palermo FC,Palermo,Serie B,Serie BKT
229637,Gökhan Akkan,id,Gençlerbirliği SK,Gençlerbirliği,Süper Lig,Trendyol Süper Lig
234717,Sebastián Pérez,id,CD Palestino,,Primera Division,Sudamericana
243870,Oskar Repka,id,Raków Częstochowa,Raków,Ekstraklasa,PKO BP Ekstraklasa
264842,Calebe,id,Deportivo Alavés,D. Alavés,La Liga,LALIGA EA SPORTS
210006,Thomas Dähne,id,TSV 1860 München,,3. Liga,3. Liga
214421,Fredy Hinestroza,id,Atlético Bucaramanga,,Categoría Primera A,Libertadores
237257,Jackson Yueill,id,New England Revolution,New England,Major League Soccer,MLS
246263,Marcelo Weigandt,id,Inter Miami,Inter Miami CF,Major League Soccer,MLS
250952,Karlo Muhar,id,CFR Cluj,CFR 1907 Cluj,Liga I,SUPERLIGA
254258,Nilton Varela,id,Estrela da Amadora,Estrela Amadora,Primeira Liga,Liga Portugal
254585,Julián Palacios,id,Club Atlético Unión,Unión,Liga Profesional de Fútbol,LPF
263808,Gökhan Sazdağı,id,Beşiktaş JK,,Süper Lig,Trendyol Süper Lig
269739,Andrés Meli,id,Godoy Cruz,,Liga Profesional de Fútbol,LPF
279857,Richard Kone,id,Queens Park Rangers,QPR,Championship,EFL Championship
199101,Raúl Lizoain,id,Albacete Balompié,Albacete BP,La Liga 2,LALIGA HYPERMOTION
215049,Damián Pérez,id,Defensa y Justicia,Defensa,Liga Profesional de Fútbol,LPF
219452,Julián Fernández,id,CD Palestino,,Primera Division,Sudamericana
219736,Ethan Horvath,id,Sheffield Wednesday,Sheffield Wed,Championship,EFL Championship
251236,Andrei Cordea,id,CFR Cluj,CFR 1907 Cluj,Liga I,SUPERLIGA
263787,Victor Bobsin,id,Daejeon Citizen,Daejeon Hana,K League 1,K League 1
273998,André Gomes,id,Alverca,FC Alverca,Primeira Liga,Liga Portugal
277878,Santi García,id,Gil Vicente FC,Gil Vicente,Primeira Liga,Liga Portugal
