player_id,name,match_tier,club_before,club_after,league_before,league_after
245854,Théo Vermot,id,Olympique de Marseille,OM,Ligue 1,Ligue 1 McDonald's
269435,Pascal Kuiper,id,Sparta Rotterdam,,Eredivisie,Eredivisie
274665,Shakur Mohammed,id,Orlando City SC,Orlando City,Major League Soccer,MLS
275557,Hussain Al Zabdani,id,Al Akhdoud Saudi Club,,Pro League,ROSHN Saudi League
70431,Nicólas Claa,id,Godoy Cruz,,Liga Profesional de Fútbol,LPF
71462,Mateo Clemente,id,San Lorenzo de Almagro,San Lorenzo,Liga Profesional de Fútbol,LPF
73290,Messy Manitu,id,Amiens SC,,Ligue 2,Ligue 2 BKT
73367,Dennis Duah,id,FC Energie Cottbus,Energie Cottbus,3. Liga,3. Liga
75391,Santos,id,Melbourne Victory,Melb. Victory,A-League Men,A-League
253065,Prabhsukhan Singh Gill,id,East Bengal FC,East Bengal,Super League,ISL
77055,Bernard Acheampong,id,Hammarby Fotboll,Hammarby IF,Allsvenskan,Allsvenskan
263642,Antonio Bordușanu,id,Dinamo Bucureşti,FC Dinamo 1948,Liga I,SUPERLIGA
271669,Juan Larios,id,Cultural Leonesa,,La Liga 2,LALIGA HYPERMOTION
277571,Dylan Peraić-Cullen,id,Central Coast Mariners,Central Coast,A-League Men,A-League
73160,Matti Wagner,id,Alemannia Aachen,Aleman. Aachen,3. Liga,3. Liga
76119,Bogdan Marian,id,Asociația Clubul Sportiv Petrolul 52,FC Petrolul,Liga I,SUPERLIGA
77608,Axel Cabellos,id,Sporting Cristal,,Liga 1,Libertadores
79789,Sonny Duflos,id,US Boulogne Cote d'Opale,US Boulogne,Ligue 2,Ligue 2 BKT
232626,Oh Jae Suk,id,Daejeon Citizen,Daejeon Hana,K League 1,K League 1
270372,Ionuț Gurău,id,Unirea Slobozia,,Liga I,SUPERLIGA
70177,Aydan Hammond,id,Western Sydney Wanderers,WS Wanderers,A-League Men,A-League
72839,Stefano Mazzini,id,Carrarese,Carrarese Calcio,Serie B,Serie BKT
75189,Pablo Altamirano,id,Newell's Old Boys,Newell's,Liga Profesional de Fútbol,LPF
79065,Răzvan Milea,id,Metaloglobus București,,Liga I,SUPERLIGA
80151,Nesto Groen,id,Excelsior,,Eredivisie,Eredivisie
262922,Paul Tschernuth,id,1. FC Heidenheim 1846,Heidenheim,Bundesliga,Bundesliga
271748,Roy Steur,id,FC Volendam,,Eredivisie,Eredivisie
272877,Cian Byrne,id,Bohemian FC,Bohemians,Premier Division,SSE Airtricity PD
71204,Lee Jun Gyu,id,Daejeon Citizen,Daejeon Hana,K League 1,K League 1
77729,Frederik Emmery,id,Aarhus Gymnastikforening,AGF,Superliga,3F Superliga
78702,Erwin Bloj,id,Csíkszereda Miercurea Ciuc,FK Csíkszereda,Liga I,SUPERLIGA
247058,Tom Hendriks,id,Alemannia Aachen,Aleman. Aachen,3. Liga,3. Liga
273926,Nathan Butler-Oyedeji,id,FC Lausanne-Sport,Lausanne-Sport,Super League,Brack Super League
71772,Ángel Espínola,id,Sportivo Luqueño,,División Profesional,Sudamericana
78630,Marcus McCoy,id,Odense Boldklub,Odense BK,Superliga,3F Superliga
243905,Robin Mantel,id,Heracles Almelo,,Eredivisie,Eredivisie
277007,Lewis Shipley,id,Barrow,,League Two,EFL League Two
277802,Edoardo Motta,id,Reggiana,,Serie B,Serie BKT
279061,Abdoulkarim Traore,id,Al Ain,Al Ain FC,Pro League,United Emirates League
78696,Patrick Dulcea,id,Unirea Slobozia,,Liga I,SUPERLIGA
78948,Kevin Contreras,id,Unión Española,,Primera Division,Sudamericana
211927,Kwon Chang Hoon,id,Jeonbuk Hyundai Motors,Jeonbuk Hyundai,K League 1,K League 1
257800,Soufiane Jebari,id,Csíkszereda Miercurea Ciuc,FK Csíkszereda,Liga I,SUPERLIGA
72899,Shola Oduoye,id,Caracas FC,,Primera Division,Sudamericana
79795,Exaucé Mpembele Boula,id,US Boulogne Cote d'Opale,US Boulogne,Ligue 2,Ligue 2 BKT
187782,Seámus Conneely,id,Accrington Stanley,Accrington,League Two,EFL League Two
221972,Sun Jie,id,Qingdao West Coast FC,Qingdao W. Coast,Super League,CSL
265747,Rijk Janse,id,NEC Nijmegen,,Eredivisie,Eredivisie
271116,Benicio Baker,id,Millwall FC,Millwall,Championship,EFL Championship
277928,Mannou Berger,id,Feyenoord,,Eredivisie,Eredivisie
73356,Luc Nieuwenhuijs,id,NEC Nijmegen,,Eredivisie,Eredivisie
76664,Carl Lundahl Persson,id,Östers IF,,Allsvenskan,Allsvenskan
76970,Ibrahima Seck,id,Raków Częstochowa,Raków,Ekstraklasa,PKO BP Ekstraklasa
78560,Dominik Biniek,id,Bruk-Bet Termalica Nieciecza,,Ekstraklasa,PKO BP Ekstraklasa
247574,Kim Chan,id,Gimcheon Sangmu FC,Gimcheon Sangmu,K League 1,K League 1
275252,Stephen Afrifa,id,Sporting Kansas City,Sporting KC,Major League Soccer,MLS
74543,Ian Garguez,id,CD Palestino,,Primera Division,Sudamericana
77522,Escleizon Freita,id,Bolívar,,División de Fútbol Profesional,Libertadores
79422,Francisco Mongelos,id,Sportivo Luqueño,,División Profesional,Sudamericana
224549,Yue Xin,id,Zhejiang FC,Zhejiang Pro,Super League,CSL
264203,Rayan Hamed,id,Al Ahli SFC,Al Ahli,Pro League,ROSHN Saudi League
276916,Diogo Dias,id,GD Estoril Praia,Estoril Praia,Primeira Liga,Liga Portugal
72086,Alfredo García,id,Nacional Potosí,,División de Fútbol Profesional,Sudamericana
269232,Sam Karssies,id,FC Twente,,Eredivisie,Eredivisie
274404,Benn Ward,id,Accrington Stanley,Accrington,League Two,EFL League Two
72271,Armin Haider,id,LASK Linz,LASK,Bundesliga,Ö. Bundesliga
76670,Raymond Adjei,id,Östers IF,,Allsvenskan,Allsvenskan
78634,Elias Hansborg-Sørensen,id,Odense Boldklub,Odense BK,Superliga,3F Superliga
79790,Hervé Touré,id,US Boulogne Cote d'Opale,US Boulogne,Ligue 2,Ligue 2 BKT
80581,Christian Chiza,id,NAC Breda,,Eredivisie,Eredivisie
263411,Jamie Mullins,id,Wycombe Wanderers,Wycombe,League One,EFL League One
263955,Ben Knight,id,Cambridge United,Cambridge Utd,League Two,EFL League Two
256376,Felix Jakobsson,id,Hammarby Fotboll,Hammarby IF,Allsvenskan,Allsvenskan
74673,Efecan Gülerce,id,Antalyaspor,,Süper Lig,Trendyol Süper Lig
248770,Kacper Radkowski,id,Waterford FC,Waterford,Premier Division,SSE Airtricity PD
70492,Thiago Dombroski,id,Bruk-Bet Termalica Nieciecza,,Ekstraklasa,PKO BP Ekstraklasa
239086,Daniel Thøgersen,id,Fredericia,,Superliga,3F Superliga
70781,Benjamin Fredrick,id,FCV Dender EH,,Pro League,1A Pro League
76285,Dion Versluis,id,NAC Breda,,Eredivisie,Eredivisie
224558,Yu Rui,id,Shenzhen Peng City,SZ Peng City,Super League,CSL
279203,Oluwaseun Ogbemudia,id,1. FC Union Berlin,Union Berlin,Bundesliga,Bundesliga
78618,Martin Huldahl,id,Fredericia,,Superliga,3F Superliga
79192,Cristian Makaté,id,Union Saint-Gilloise,R. Union St.-G.,Pro League,1A Pro League
79503,Nyamekye Awortwie-Grant,id,FC Energie Cottbus,Energie Cottbus,3. Liga,3. Liga
71850,Piero Mollica,id,Caracas FC,,Primera Division,Sudamericana
245574,Abdulrahman Al Dakheel,id,Al Hazem FC,Al Hazem,Pro League,ROSHN Saudi League
70585,João Luiz,id,Blau-Weiß Linz,Blau-Weiss Linz,Bundesliga,Ö. Bundesliga
77046,Devon Matthews,id,Accrington Stanley,Accrington,League Two,EFL League Two
261164,Adrian Durrer,id,FC Winterthur,,Super League,Brack Super League
268561,Brahim Ghalidi,id,NAC Breda,,Eredivisie,Eredivisie
77970,Jansen Miller,id,Sporting Kansas City,Sporting KC,Major League Soccer,MLS
247905,Cosmin Achim,id,Metaloglobus București,,Liga I,SUPERLIGA
76138,Ben Kieffer,id,SSV Jahn Regensburg,Jahn Regensburg,3. Liga,3. Liga
76923,Luca Erlein,id,TSG 1899 Hoffenheim II,TSG Hoffenheim II,3. Liga,3. Liga
251111,Feng Boyuan,id,Qingdao Hainiu FC,Qingdao Hainiu,Super League,CSL
78569,Cyrill May,id,FC St.Gallen 1879,FC St. Gallen,Super League,Brack Super League
278761,Mariano Barreda,id,FBC Melgar,,Liga 1,Sudamericana
76699,Leonardo Montenegro,id,Nacional Potosí,,División de Fútbol Profesional,Sudamericana
79063,Stefan Višić,id,Metaloglobus București,,Liga I,SUPERLIGA
79762,Adam Kölle,id,1. FC Heidenheim 1846,Heidenheim,Bundesliga,Bundesliga
72028,Pierre Mbemba,id,Real Sporting de Gijón,R. Sporting,La Liga 2,LALIGA HYPERMOTION
70744,Luke Turner,id,St Patrick's Athletic FC,St. Pats,Premier Division,SSE Airtricity PD
79533,Marcel Ratnik,id,Al Ain,Al Ain FC,Pro League,United Emirates League
279520,Leigh Kavanagh,id,Bohemian FC,Bohemians,Premier Division,SSE Airtricity PD
74847,Joel Godoy,id,Club Atlético Sarmiento,Sarmiento,Liga Profesional de Fútbol,LPF
278502,Lorenzo Dellavalle,id,Los Angeles FC,LAFC,Major League Soccer,MLS
75524,Yannick Bettkober,id,Grasshopper Club Zürich,GC Zürich,Super League,Brack Super League
213502,Rob Cornwall,id,Bohemian FC,Bohemians,Premier Division,SSE Airtricity PD
251857,Kevin Frisorger,id,1. FC Schweinfurt 05,,3. Liga,3. Liga
76680,Milovan Celis,id,Unión Española,,Primera Division,Sudamericana
274422,Lee Hyun Yong,id,Suwon FC,,K League 1,K League 1
242414,Yao Junsheng,id,Zhejiang FC,Zhejiang Pro,Super League,CSL
179636,David Worrall,id,Barrow,,League Two,EFL League Two
251284,Kane Thompson-Sommers,id,Milton Keynes Dons,MK Dons,League Two,EFL League Two
236774,Ashique Kuruniyan,id,Mohun Bagan Super Giant,Mohun Bagan SG,Super League,ISL
245170,Anirudh Thapa,id,Mohun Bagan Super Giant,Mohun Bagan SG,Super League,ISL
76799,Tom Hill,id,Harrogate Town,,League Two,EFL League Two
78424,Tochukwu Nnadi,id,SV Zulte Waregem,Zulte Waregem,Pro League,1A Pro League
241342,Su Yuanjie,id,Tianjin Jinmen Tiger,Tianjin JMT FC,Super League,CSL
277233,Mohammed Mahzari,id,Al Taawoun FC,Al Taawoun,Pro League,ROSHN Saudi League
267796,Serge Ngoma,id,New York Red Bulls,Red Bulls,Major League Soccer,MLS
77494,Leonardo Barroso,id,Chicago Fire,Chicago Fire FC,Major League Soccer,MLS
260885,Al-Amin Kazeem,id,St Patrick's Athletic FC,St. Pats,Premier Division,SSE Airtricity PD
277235,Farha Al Shamrani,id,Al Riyadh,Al Ittihad,Pro League,ROSHN Saudi League
79328,Davis Asante,id,SSV Jahn Regensburg,Jahn Regensburg,3. Liga,3. Liga
238055,Ammar Al Najjar,id,Al-Najma SC,,Pro League,ROSHN Saudi League
194091,Michael Jacobs,id,Northampton Town,Northampton,League One,EFL League One
74715,Åke Andersson,id,IFK Norrköping,,Allsvenskan,Allsvenskan
77972,Alexandro Maidana,id,Guaraní,,División Profesional,Sudamericana
73877,Jamar Ricketts,id,San Jose Earthquakes,SJ Earthquakes,Major League Soccer,MLS
73908,Behar Neziri,id,FC St.Gallen 1879,FC St. Gallen,Super League,Brack Super League
79862,Tobias Lykkebak,id,Vejle Boldklub,,Superliga,3F Superliga
275461,Dilan Salgado,id,CD Palestino,,Primera Division,Sudamericana
74337,Isaiah Ahmed,id,SC Heerenveen,,Eredivisie,Eredivisie
77268,Benjamín García,id,Atlético Grau,,Liga 1,Sudamericana
248376,Tao Qianglong,id,Zhejiang FC,Zhejiang Pro,Super League,CSL
77490,Jacob Bartlett,id,Sporting Kansas City,Sporting KC,Major League Soccer,MLS
80489,Robin van Cruijsen,id,FC Volendam,,Eredivisie,Eredivisie
225740,Dong Yanfeng,id,Chengdu Rongcheng,Chengdu FC,Super League,CSL
73295,Simon Wæver,id,Sønderjyske Fodbold,Sønderjyske,Superliga,3F Superliga
258056,Sam Long,id,Bromley,Bromley FC,League Two,EFL League Two
73547,Tristan Schenkhuizen,id,Fortuna Sittard,,Eredivisie,Eredivisie
79836,Marcel Predenkiewicz,id,Arka Gdynia,,Ekstraklasa,PKO BP Ekstraklasa
79940,Nevio Zotz,id,SV Ried,SV Oberbank Ried,Bundesliga,Ö. Bundesliga
268441,Logan Pye,id,Accrington Stanley,Accrington,League Two,EFL League Two
277325,Josh Seary,id,Preston North End,Preston,Championship,EFL Championship
71369,Jang Yeong Woo,id,Suwon FC,,K League 1,K League 1
74772,Ramiro Hernándes,id,Belgrano de Córdoba,Belgrano,Liga Profesional de Fútbol,LPF
75661,Charlie Nildén,id,IF Brommapojkarna,Brommapojkarna,Allsvenskan,Allsvenskan
78646,Lauris Bausenwein,id,1. FC Schweinfurt 05,,3. Liga,3. Liga
79203,Freddie Sass,id,Accrington Stanley,Accrington,League Two,EFL League Two
80490,Jermaine Rijssel,id,SC Heerenveen,,Eredivisie,Eredivisie
253476,Deepak Tangri,id,Mohun Bagan Super Giant,Mohun Bagan SG,Super League,ISL
72762,Adrian Caragea,id,Dinamo Bucureşti,FC Dinamo 1948,Liga I,SUPERLIGA
77796,Jonathan Ramos,id,Sportivo Luqueño,,División Profesional,Sudamericana
78792,Philip Weissenbacher,id,SV Ried,SV Oberbank Ried,Bundesliga,Ö. Bundesliga
243102,Wang Xianjun,id,Tianjin Jinmen Tiger,Tianjin JMT FC,Super League,CSL
262559,Ben Winterbottom,id,Barrow,,League Two,EFL League Two
266502,Zak Lovelace,id,Millwall FC,Millwall,Championship,EFL Championship
273949,Stephen Bolma,id,IFK Norrköping,,Allsvenskan,Allsvenskan
277316,Meshal Al Alaeli,id,Al Taawoun FC,Al Ettifaq,Pro League,ROSHN Saudi League
74730,Theodor Martin Agelin,id,Sandefjord Fotball,Sandefjord,Eliteserien,Eliteserien
78998,Nelson Eliseche,id,Cerro Porteño,,División Profesional,Libertadores
264300,Eivind Helgeland,id,FK Haugesund,,Eliteserien,Eliteserien
268886,Bradley Ihionvien,id,Shrewsbury Town,Shrewsbury,League Two,EFL League Two
272369,Joe Wormleighton,id,Northampton Town,Northampton,League One,EFL League One
275045,Nicolás Letelier,id,Universidad Católica,Uni. Católica,Primera Division,Liga Chile
79376,Fabio Luque-Notaro,id,1. FC Schweinfurt 05,,3. Liga,3. Liga
202881,Keith Buckley,id,Bohemian FC,Bohemians,Premier Division,SSE Airtricity PD
270319,Park Yong Hui,id,Suwon FC,,K League 1,K League 1
74005,Kevin Morgan,id,Peñarol,,Primera División,Libertadores
76691,Adrián Brizuela,id,Sportivo Luqueño,,División Profesional,Sudamericana
76903,Gonzalo Matías Lucero,id,Club Atlético San Martín,,Liga Profesional de Fútbol,LPF
253669,Anwar Ali,id,East Bengal FC,East Bengal,Super League,ISL
262706,Szilárd Vereș,id,Csíkszereda Miercurea Ciuc,FK Csíkszereda,Liga I,SUPERLIGA
78615,Daniel Haarbo,id,Fredericia,,Superliga,3F Superliga
186494,Mark Oxley,id,Harrogate Town,,League Two,EFL League Two
214525,David Richards,id,Dundee United FC,Dundee United,Premiership,Scottish Prem
76791,Lucas Acosta,id,Club Atlético San Martín,,Liga Profesional de Fútbol,LPF
222612,Michael Kelly,id,Accrington Stanley,Accrington,League Two,EFL League Two
224624,Fu Huan,id,Shanghai Port,Shanghai Port FC,Super League,CSL
79792,Sohan Paillard,id,US Boulogne Cote d'Opale,US Boulogne,Ligue 2,Ligue 2 BKT
261954,Yang Zihao,id,Tianjin Jinmen Tiger,Tianjin JMT FC,Super League,CSL
70669,Giovani Chiaverano,id,Newell's Old Boys,Newell's,Liga Profesional de Fútbol,LPF
75420,Corentin Issanchou,id,Rodez Aveyron Football,Rodez AF,Ligue 2,Ligue 2 BKT
78564,Wojciech Jakubik,id,Bruk-Bet Termalica Nieciecza,,Ekstraklasa,PKO BP Ekstraklasa
79101,Tiago Poller,id,TSG 1899 Hoffenheim II,TSG Hoffenheim II,3. Liga,3. Liga
243910,Trae Coyle,id,Waterford FC,Waterford,Premier Division,SSE Airtricity PD
258470,Ryan Ponti,id,Rodez Aveyron Football,Rodez AF,Ligue 2,Ligue 2 BKT
261703,Ángel González,id,Libertad,,División Profesional,Libertadores
73572,Mactar Tine,id,Amiens SC,,Ligue 2,Ligue 2 BKT
258399,Owen Jochmans,id,Oud-Heverlee Leuven,OH Leuven,Pro League,1A Pro League
76777,Tim Philipp,id,TSG 1899 Hoffenheim II,TSG Hoffenheim II,3. Liga,3. Liga
79822,Key-Shawn Wong-A-Soij,id,FC Volendam,,Eredivisie,Eredivisie
80579,Pepijn Reulen,id,NAC Breda,,Eredivisie,Eredivisie
266649,Nando Verdoni,id,Go Ahead Eagles,,Eredivisie,Eredivisie
275000,Alf Lukas Grønneberg,id,Sandefjord Fotball,Sandefjord,Eliteserien,Eliteserien
276406,Oğuzhan Efe Yılmaz,id,Kasımpaşa SK,Kasımpaşa,Süper Lig,Trendyol Süper Lig
70322,Victor Cespedes,id,Guaraní,,División Profesional,Sudamericana
71963,Myron Mau-Asam,id,FC Volendam,,Eredivisie,Eredivisie
76472,Thomas Turner,id,Blau-Weiß Linz,Blau-Weiss Linz,Bundesliga,Ö. Bundesliga
80066,Souleymane Keita,id,US Boulogne Cote d'Opale,US Boulogne,Ligue 2,Ligue 2 BKT
258532,Conor Carty,id,St Patrick's Athletic FC,St. Pats,Premier Division,SSE Airtricity PD
72247,Pedro Villalba,id,Libertad,,División Profesional,Libertadores
77270,Jasper Silva Torkildsen,id,Strømsgodset IF,,Eliteserien,Eliteserien
80442,Jeremiah Okine-Peters,id,Reading FC,Reading,League One,EFL League One
71088,Gustavo Marecos,id,Guaraní,,División Profesional,Sudamericana
73394,Gabri,id,CD Mirandés,,La Liga 2,LALIGA HYPERMOTION
207528,Ross Fitzsimons,id,Northampton Town,Northampton,League One,EFL League One
255912,Muhammadu Faal,id,Waterford FC,Waterford,Premier Division,SSE Airtricity PD
79788,Jonathan Kapenga,id,US Boulogne Cote d'Opale,US Boulogne,Ligue 2,Ligue 2 BKT
252835,Grant Horton,id,Waterford FC,Waterford,Premier Division,SSE Airtricity PD
279122,Desmond Acquah,id,FCV Dender EH,,Pro League,1A Pro League
79737,Enis Kamga,id,1. FC Kaiserslautern,Kaiserslautern,2. Bundesliga,Bundesliga 2
263811,Josh Woods,id,Accrington Stanley,Accrington,League Two,EFL League Two
270599,Leonardo Rolón,id,Guaraní,,División Profesional,Sudamericana
271025,Fernando Díaz,id,Club Atlético Unión,Unión,Liga Profesional de Fútbol,LPF
276543,Noa Mupemba,id,Stade Lavallois Mayenne FC,Laval MFC,Ligue 2,Ligue 2 BKT
279014,Alby Kelly-Heald,id,Wellington Phoenix,Well. Phoenix,A-League Men,A-League
73174,Antonio Spagnoli,id,FC Winterthur,,Super League,Brack Super League
79062,Robert Neacșu,id,Metaloglobus București,,Liga I,SUPERLIGA
241438,Kelsey Mooney,id,Accrington Stanley,Accrington,League Two,EFL League Two
248814,Nurettin Korkmaz,id,Kayserispor,,Süper Lig,Trendyol Süper Lig
262048,Hormipam Ruivah,id,Kerala Blasters FC,Kerala Blasters,Super League,ISL
75654,Alessandro Vogt,id,FC St.Gallen 1879,FC St. Gallen,Super League,Brack Super League
75810,Amil Šiljević,id,Eintracht Frankfurt,Frankfurt,Bundesliga,Bundesliga
257816,Andrei Rus,id,Oțelul Galați,SC Oțelul Galați,Liga I,SUPERLIGA
260703,Hassan Al Ali,id,NEOM SC,Neom,Pro League,ROSHN Saudi League
279008,Luc De Fougerolles,id,FCV Dender EH,,Pro League,1A Pro League
238287,Kim Kyung Joon,id,Gimcheon Sangmu FC,Gimcheon Sangmu,K League 1,K League 1
260129,Kerr Smith,id,Barrow,,League Two,EFL League Two
272314,Peng Peng,id,Shenzhen Peng City,SZ Peng City,Super League,CSL
77147,Enzo Kana-Biyik,id,FC Lausanne-Sport,Lausanne-Sport,Super League,Brack Super League
76572,Callum Stewart,id,Shrewsbury Town,Shrewsbury,League Two,EFL League Two
80557,Freek Entius,id,NEC Nijmegen,,Eredivisie,Eredivisie
257718,Andy Winter,id,Livingston FC,Livingston,Premiership,Scottish Prem
278229,Dmytro Bohdanov,id,1. FC Union Berlin,Union Berlin,Bundesliga,Bundesliga
79041,Mauro Zijlstra,id,FC Volendam,,Eredivisie,Eredivisie
76806,Gian García,id,FBC Melgar,,Liga 1,Sudamericana
274278,Lee Taek Keun,id,Suwon FC,,K League 1,K League 1
274549,Talha Sarıarslan,id,Kayserispor,,Süper Lig,Trendyol Süper Lig
276168,Nico Grimbs,id,1. FC Schweinfurt 05,,3. Liga,3. Liga
74466,Simon Kalambayi,id,TSG 1899 Hoffenheim II,TSG Hoffenheim II,3. Liga,3. Liga
76135,Robin Bouw,id,SC Heerenveen,,Eredivisie,Eredivisie
78310,Antony Henríquez,id,Deportes Iquique,,Primera Division,Sudamericana
252349,Won Ki Jong,id,Gimcheon Sangmu FC,Gimcheon Sangmu,K League 1,K League 1
77433,Milan Mbeng,id,Shelbourne FC,Shelbourne,Premier Division,SSE Airtricity PD
80488,Jesper Tielemans,id,FC Volendam,,Eredivisie,Eredivisie
269539,Wang Dongsheng,id,Chengdu Rongcheng,Chengdu FC,Super League,CSL
78440,Yannis Hör,id,TSG 1899 Hoffenheim II,TSG Hoffenheim II,3. Liga,3. Liga
79064,Adrian Sîrbu,id,Metaloglobus București,,Liga I,SUPERLIGA
254800,Noor Al Rashidi,id,Damac FC,,Pro League,ROSHN Saudi League
79786,Azamat Uriev,id,US Boulogne Cote d'Opale,US Boulogne,Ligue 2,Ligue 2 BKT
255993,Diego Rodríguez,id,FBC Melgar,,Liga 1,Sudamericana
276385,Declan Skura,id,Wycombe Wanderers,Wycombe,League One,EFL League One
79798,Zanga Koné,id,US Boulogne Cote d'Opale,US Boulogne,Ligue 2,Ligue 2 BKT
266539,Hwang In Taek,id,Suwon FC,,K League 1,K League 1
71220,Anders Sønderskov,id,Vejle Boldklub,,Superliga,3F Superliga
71636,Sadin Crnovrsanin,id,SSV Ulm 1846,,3. Liga,3. Liga
79218,Julian Etse,id,SSV Ulm 1846,,3. Liga,3. Liga
268519,Adnane Abid,id,Standard de Liège,Standard Liège,Pro League,1A Pro League
76521,Oskar Cotton,id,IF Brommapojkarna,Brommapojkarna,Allsvenskan,Allsvenskan
274525,Franyer Oliveros,id,Carabobo FC,,Primera Division,Libertadores
79718,Lenny Agbaire,id,Rotherham United,Rotherham Utd,League One,EFL League One
73292,Ludwig Vraa,id,Grazer AK 1902,Grazer AK,Bundesliga,Ö. Bundesliga
199010,Andy Boyle,id,Waterford FC,Waterford,Premier Division,SSE Airtricity PD
72005,Yuri Casermeiro,id,Central Cordoba SdE,Central Córdoba,Liga Profesional de Fútbol,LPF
224618,Lin Chuangyi,id,Qingdao Hainiu FC,Qingdao Hainiu,Super League,CSL
76117,Luke Brooke-Smith,id,Wellington Phoenix,Well. Phoenix,A-League Men,A-League
277324,Fin Roa Conchie,id,Wellington Phoenix,Well. Phoenix,A-League Men,A-League
240391,Feng Boxuan,id,Beijing Guoan,Beijing FC,Super League,CSL
224631,Yang Shiyuan,id,Shanghai Port,Shanghai Port FC,Super League,CSL
259906,Stick Castro,id,Mushuc Runa,,Serie A,Sudamericana
276980,Alex Henderson,id,Accrington Stanley,Accrington,League Two,EFL League Two
232264,Che Shiwei,id,Qingdao Hainiu FC,Qingdao Hainiu,Super League,CSL
262133,Brooklyn Ilunga,id,Bromley,Bromley FC,League Two,EFL League Two
71865,Amidou Traore,id,FK Haugesund,,Eliteserien,Eliteserien
79926,Felix Gerstmayer,id,Blau-Weiß Linz,Blau-Weiss Linz,Bundesliga,Ö. Bundesliga
228195,Prabir Das,id,Kerala Blasters FC,Kerala Blasters,Super League,ISL
80243,Jack Perkins,id,Northampton Town,Northampton,League One,EFL League One
80623,Yahya Bathily,id,Sporting Club Bastia,,Ligue 2,Ligue 2 BKT
182409,Zhang Chengdong,id,Qingdao West Coast FC,Qingdao W. Coast,Super League,CSL
70063,Bailey Brandtman,id,Central Coast Mariners,Central Coast,A-League Men,A-League
76679,Leonardo Naranjo,id,Unión Española,,Primera Division,Sudamericana
277488,Ayman Fallatah,id,Al Ahli SFC,Al Ahli,Pro League,ROSHN Saudi League
71148,Dean McMenamy,id,Waterford FC,Waterford,Premier Division,SSE Airtricity PD
207868,John Mountney,id,Bohemian FC,Bohemians,Premier Division,SSE Airtricity PD
256864,Charlie Caton,id,Accrington Stanley,Accrington,League Two,EFL League Two
274988,Elyh Harrison,id,Shrewsbury Town,Shrewsbury,League Two,EFL League Two
267736,Lorcan Healy,id,Shelbourne FC,Shelbourne,Premier Division,SSE Airtricity PD
205331,Zhang Jiaqi,id,Zhejiang FC,Zhejiang Pro,Super League,CSL
272675,Kevin Ciubotaru,id,FC Hermannstadt,,Liga I,SUPERLIGA
73995,Faton Ademi,id,Alemannia Aachen,Aleman. Aachen,3. Liga,3. Liga
75365,Kevin Mérida,id,San Antonio Bulo Bulo,,División de Fútbol Profesional,Libertadores
73096,Haine Eames,id,Central Coast Mariners,Central Coast,A-League Men,A-League
76980,Milad Nejad,id,SV Wehen Wiesbaden,Wehen Wiesbaden,3. Liga,3. Liga
262287,Farhan Al Azmi,id,Al Hazem FC,Al Hazem,Pro League,ROSHN Saudi League
233950,Matty Smith,id,Waterford FC,Waterford,Premier Division,SSE Airtricity PD
248289,Nandha Kumar Sekar,id,East Bengal FC,East Bengal,Super League,ISL
255208,Dakota Ochsenham,id,Melbourne City FC,Melbourne City,A-League Men,A-League
270113,Brandon Khela,id,Peterborough United,Peterborough,League One,EFL League One
270609,Kyreece Lisbie,id,Colchester United,Colchester,League Two,EFL League Two
73175,Elias Maluvunu,id,FC Winterthur,,Super League,Brack Super League
75653,Agustin Ladstatter,id,San Lorenzo de Almagro,San Lorenzo,Liga Profesional de Fútbol,LPF
270548,Devin Angleberger,id,1. FC Schweinfurt 05,,3. Liga,3. Liga
271184,Ioan Tolea,id,Asociația Clubul Sportiv Petrolul 52,FC Petrolul,Liga I,SUPERLIGA
278820,Almar Gjerd Grindhaug,id,FK Haugesund,,Eliteserien,Eliteserien
75126,Adrian Lahdo,id,Hammarby Fotboll,Hammarby IF,Allsvenskan,Allsvenskan
78589,Juan José Rosa,id,Atlético Nacional,Atl. Nacional,Categoría Primera A,Libertadores
79243,Yassir Rahmouni,id,Go Ahead Eagles,,Eredivisie,Eredivisie
272759,Li Ning,id,Shenzhen Peng City,SZ Peng City,Super League,CSL
263487,Shi Yan,id,Tianjin Jinmen Tiger,Tianjin JMT FC,Super League,CSL
271269,Pim Saathof,id,Go Ahead Eagles,,Eredivisie,Eredivisie
275304,Ji Shengpan,id,Meizhou Hakka,Meizhou Hakka FC,Super League,CSL
72276,Adam Kaszuba,id,Sarpsborg 08 FF,Sarpsborg 08,Eliteserien,Eliteserien
273889,Tom Smith,id,Colchester United,Colchester,League Two,EFL League Two
272944,Robert Badescu,id,Rapid Bucuresti,FC Rapid 1923,Liga I,SUPERLIGA
71714,Thomas González,id,Cerro Largo,,Primera División,Sudamericana
260625,Hazzaa Al Ghamdi,id,Damac FC,,Pro League,ROSHN Saudi League
78910,Alberto Vogtmann,id,Sønderjyske Fodbold,Sønderjyske,Superliga,3F Superliga
79114,Charlie Warren,id,Bolton Wanderers,Bolton,League One,EFL League One
266842,Nathan Broome,id,Bolton Wanderers,Bolton,League One,EFL League One
270921,André Picornell,id,Gil Vicente FC,Gil Vicente,Primeira Liga,Liga Portugal
271051,Sergio Oregel,id,Chicago Fire,Chicago Fire FC,Major League Soccer,MLS
